t	r	label
20574	20	24T20574
20577	16	24T20577
20577	20	24T20577
20577	24	24T20577
20579	16	24T20579
20579	20	24T20579
20579	24	24T20579
20581	16	24T20581
20581	20	24T20581
20581	24	24T20581
20584	8	24T20584
20584	20	24T20584
20584	24	24T20584
20597	16	24T20597
20597	20	24T20597
20597	24	24T20597
20598	24	24T20598
20599	24	24T20599
20603	16	24T20603
20603	24	24T20603
20605	24	24T20605
20606	24	24T20606
20610	16	24T20610
20610	20	24T20610
20610	24	24T20610
20611	20	24T20611
20611	24	24T20611
20613	16	24T20613
20613	20	24T20613
20613	24	24T20613
20614	20	24T20614
20614	24	24T20614
20616	20	24T20616
20616	24	24T20616
20619	0	24T20619
20619	20	24T20619
20619	24	24T20619
20625	20	24T20625
20625	24	24T20625
20627	4	24T20627
20627	12	24T20627
20627	16	24T20627
20627	20	24T20627
20627	24	24T20627
20628	8	24T20628
20628	12	24T20628
20628	16	24T20628
20628	20	24T20628
20628	24	24T20628
20629	4	24T20629
20629	12	24T20629
20629	20	24T20629
20629	24	24T20629
20676	4	24T20676
20676	8	24T20676
20676	12	24T20676
20676	16	24T20676
20676	20	24T20676
20676	24	24T20676
20686	0	24T20686
20686	8	24T20686
20686	12	24T20686
20686	16	24T20686
20686	20	24T20686
20705	16	24T20705
20705	24	24T20705
20711	16	24T20711
20711	24	24T20711
20757	20	24T20757
20768	20	24T20768
20768	24	24T20768
20814	0	24T20814
20842	24	24T20842
20855	0	24T20855
20858	20	24T20858
20863	20	24T20863
20863	24	24T20863
20864	20	24T20864
20864	24	24T20864
20865	20	24T20865
20865	24	24T20865
20866	0	24T20866
20866	20	24T20866
20866	24	24T20866
20872	20	24T20872
20897	0	24T20897
20897	4	24T20897
20897	8	24T20897
20897	12	24T20897
20897	16	24T20897
20897	20	24T20897
20897	24	24T20897
20898	20	24T20898
20902	16	24T20902
20902	24	24T20902
20909	20	24T20909
20909	24	24T20909
20915	20	24T20915
20920	0	24T20920
20920	20	24T20920
20920	24	24T20920
20923	14	24T20923
20925	20	24T20925
20925	24	24T20925
20932	24	24T20932
20935	20	24T20935
20935	24	24T20935
20940	20	24T20940
20945	20	24T20945
20946	12	24T20946
20946	14	24T20946
20946	16	24T20946
20946	18	24T20946
20946	20	24T20946
20946	24	24T20946
20949	24	24T20949
20953	20	24T20953
20953	24	24T20953
20954	16	24T20954
20954	20	24T20954
20954	24	24T20954
20955	24	24T20955
20956	8	24T20956
20956	12	24T20956
20956	16	24T20956
20956	20	24T20956
20956	24	24T20956
20966	20	24T20966
20968	0	24T20968
20968	4	24T20968
20968	8	24T20968
20968	12	24T20968
20968	16	24T20968
20968	20	24T20968
20968	24	24T20968
20972	12	24T20972
20972	20	24T20972
20974	20	24T20974
20974	24	24T20974
20977	24	24T20977
20978	0	24T20978
20978	8	24T20978
20978	16	24T20978
20978	20	24T20978
20979	20	24T20979
20979	24	24T20979
20981	20	24T20981
20982	20	24T20982
20982	24	24T20982
21001	24	24T21001
21002	16	24T21002
21002	20	24T21002
21002	24	24T21002
21003	4	24T21003
21003	12	24T21003
21003	16	24T21003
21003	20	24T21003
21003	24	24T21003
21004	16	24T21004
21004	20	24T21004
21004	24	24T21004
21006	20	24T21006
21006	24	24T21006
21007	20	24T21007
21007	24	24T21007
21008	20	24T21008
21015	24	24T21015
21022	20	24T21022
21022	24	24T21022
21033	20	24T21033
21045	20	24T21045
21045	24	24T21045
21047	20	24T21047
21047	24	24T21047
21048	20	24T21048
21052	14	24T21052
21052	16	24T21052
21052	18	24T21052
21052	20	24T21052
21052	24	24T21052
21057	20	24T21057
21057	24	24T21057
21061	8	24T21061
21061	12	24T21061
21061	16	24T21061
21061	20	24T21061
21061	24	24T21061
21064	20	24T21064
21064	24	24T21064
21371	4	24T21371
21371	20	24T21371
21371	24	24T21371
21373	24	24T21373
21375	12	24T21375
21375	16	24T21375
21375	20	24T21375
21375	24	24T21375
21377	10	24T21377
21377	24	24T21377
21383	24	24T21383
21384	12	24T21384
21385	20	24T21385
21386	20	24T21386
21388	16	24T21388
21389	20	24T21389
21400	0	24T21400
21400	4	24T21400
21404	18	24T21404
21405	6	24T21405
21405	10	24T21405
21405	14	24T21405
21405	18	24T21405
21430	16	24T21430
21442	16	24T21442
21442	24	24T21442
21444	16	24T21444
21444	24	24T21444
21445	16	24T21445
21445	24	24T21445
21573	20	24T21573
21573	24	24T21573
21577	24	24T21577
21578	8	24T21578
21578	12	24T21578
21578	16	24T21578
21578	20	24T21578
21578	24	24T21578
21581	0	24T21581
21581	4	24T21581
21581	8	24T21581
21581	12	24T21581
21581	16	24T21581
21581	20	24T21581
21581	24	24T21581
21583	12	24T21583
21583	16	24T21583
21583	20	24T21583
21583	24	24T21583
21591	12	24T21591
21591	16	24T21591
21591	20	24T21591
21591	24	24T21591
21604	12	24T21604
21607	4	24T21607
21607	8	24T21607
21607	12	24T21607
21607	16	24T21607
21607	20	24T21607
21607	24	24T21607
21608	8	24T21608
21608	12	24T21608
21608	16	24T21608
21608	20	24T21608
21608	24	24T21608
21618	20	24T21618
21620	8	24T21620
21620	16	24T21620
21620	20	24T21620
21620	24	24T21620
21621	14	24T21621
21621	16	24T21621
21621	20	24T21621
21621	24	24T21621
21636	24	24T21636
21638	0	24T21638
21638	16	24T21638
21638	20	24T21638
21638	24	24T21638
21640	0	24T21640
21640	16	24T21640
21640	20	24T21640
21640	24	24T21640
21646	16	24T21646
21646	20	24T21646
21646	24	24T21646
21647	16	24T21647
21647	24	24T21647
21648	8	24T21648
21648	12	24T21648
21648	16	24T21648
21648	20	24T21648
21648	24	24T21648
21650	12	24T21650
21650	20	24T21650
21650	24	24T21650
21651	12	24T21651
21651	20	24T21651
21651	24	24T21651
21652	8	24T21652
21652	12	24T21652
21652	20	24T21652
21652	24	24T21652
21656	20	24T21656
21659	16	24T21659
21660	20	24T21660
21660	24	24T21660
21664	16	24T21664
21664	20	24T21664
21664	24	24T21664
21665	16	24T21665
21665	20	24T21665
21665	24	24T21665
21668	16	24T21668
21668	20	24T21668
21668	24	24T21668
21670	20	24T21670
21676	20	24T21676
21676	24	24T21676
21679	16	24T21679
21679	20	24T21679
21679	24	24T21679
21685	24	24T21685
21687	24	24T21687
21688	24	24T21688
21729	20	24T21729
21730	12	24T21730
21730	16	24T21730
21730	20	24T21730
21730	24	24T21730
21735	20	24T21735
21736	12	24T21736
21736	16	24T21736
21736	20	24T21736
21736	24	24T21736
21792	4	24T21792
21792	8	24T21792
21792	12	24T21792
21792	16	24T21792
21792	20	24T21792
21792	24	24T21792
21821	12	24T21821
21821	16	24T21821
21821	20	24T21821
21821	24	24T21821
21824	12	24T21824
21824	16	24T21824
21824	20	24T21824
21824	24	24T21824
21833	20	24T21833
21848	16	24T21848
21848	24	24T21848
21913	18	24T21913
21920	20	24T21920
21920	24	24T21920
21937	20	24T21937
21950	20	24T21950
21951	8	24T21951
21951	10	24T21951
21951	12	24T21951
21951	14	24T21951
21951	16	24T21951
21951	18	24T21951
21951	20	24T21951
21951	24	24T21951
21957	16	24T21957
21957	20	24T21957
21957	24	24T21957
21958	20	24T21958
21958	24	24T21958
21963	20	24T21963
22328	4	24T22328
22328	8	24T22328
22328	12	24T22328
22328	16	24T22328
22328	20	24T22328
22328	24	24T22328
22343	16	24T22343
22343	24	24T22343
22544	8	24T22544
22544	12	24T22544
22544	16	24T22544
22544	20	24T22544
22544	24	24T22544
22548	4	24T22548
22548	8	24T22548
22548	12	24T22548
22548	16	24T22548
22548	20	24T22548
22548	24	24T22548
22560	24	24T22560
22561	0	24T22561
22561	4	24T22561
22561	8	24T22561
22561	12	24T22561
22561	16	24T22561
22561	20	24T22561
22561	24	24T22561
22562	20	24T22562
22562	24	24T22562
22563	12	24T22563
22563	16	24T22563
22563	20	24T22563
22563	24	24T22563
22564	8	24T22564
22564	12	24T22564
22564	16	24T22564
22564	20	24T22564
22564	24	24T22564
22574	20	24T22574
22574	24	24T22574
22577	20	24T22577
22577	24	24T22577
22591	0	24T22591
22591	16	24T22591
22591	20	24T22591
22591	24	24T22591
22618	8	24T22618
22618	12	24T22618
22618	14	24T22618
22618	16	24T22618
22618	20	24T22618
22618	24	24T22618
22619	24	24T22619
22623	4	24T22623
22623	20	24T22623
22623	24	24T22623
22625	4	24T22625
22625	20	24T22625
22625	24	24T22625
22676	16	24T22676
22676	20	24T22676
22676	24	24T22676
22677	4	24T22677
22677	12	24T22677
22677	20	24T22677
22677	24	24T22677
22678	4	24T22678
22678	12	24T22678
22678	16	24T22678
22678	20	24T22678
22678	24	24T22678
22679	16	24T22679
22679	20	24T22679
22679	24	24T22679
22682	20	24T22682
22682	24	24T22682
22685	16	24T22685
22685	20	24T22685
22685	24	24T22685
22686	16	24T22686
22686	20	24T22686
22686	24	24T22686
22687	16	24T22687
22687	20	24T22687
22687	24	24T22687
22688	20	24T22688
22690	20	24T22690
22694	12	24T22694
22694	16	24T22694
22694	20	24T22694
22694	24	24T22694
22695	24	24T22695
22696	12	24T22696
22696	16	24T22696
22696	20	24T22696
22696	24	24T22696
22697	24	24T22697
22698	24	24T22698
22699	24	24T22699
22719	20	24T22719
22727	12	24T22727
22734	12	24T22734
22734	16	24T22734
22734	20	24T22734
22734	24	24T22734
22738	16	24T22738
22739	0	24T22739
22739	8	24T22739
22739	12	24T22739
22739	16	24T22739
22739	20	24T22739
22739	24	24T22739
22744	4	24T22744
22744	20	24T22744
22745	4	24T22745
22745	8	24T22745
22745	20	24T22745
22747	20	24T22747
22748	16	24T22748
22748	20	24T22748
22748	24	24T22748
22751	20	24T22751
22753	6	24T22753
22776	20	24T22776
22808	24	24T22808
23121	8	24T23121
23121	12	24T23121
23121	16	24T23121
23121	20	24T23121
23121	24	24T23121
23139	8	24T23139
23139	12	24T23139
23139	16	24T23139
23139	20	24T23139
23139	24	24T23139
23141	0	24T23141
23141	8	24T23141
23141	12	24T23141
23141	16	24T23141
23141	20	24T23141
23141	24	24T23141
23142	8	24T23142
23142	12	24T23142
23142	16	24T23142
23142	20	24T23142
23142	24	24T23142
23152	8	24T23152
23152	12	24T23152
23152	16	24T23152
23152	20	24T23152
23152	24	24T23152
23163	4	24T23163
23166	24	24T23166
23167	20	24T23167
23167	24	24T23167
23199	16	24T23199
23199	24	24T23199
23236	24	24T23236
23237	20	24T23237
23237	24	24T23237
23239	16	24T23239
23239	20	24T23239
23239	24	24T23239
23282	16	24T23282
23282	20	24T23282
23282	24	24T23282
23287	12	24T23287
23287	16	24T23287
23287	20	24T23287
23287	24	24T23287
23288	20	24T23288
23288	24	24T23288
23289	12	24T23289
23289	16	24T23289
23289	20	24T23289
23289	24	24T23289
23291	20	24T23291
23291	24	24T23291
23349	16	24T23349
23349	20	24T23349
23349	24	24T23349
23350	16	24T23350
23350	20	24T23350
23350	24	24T23350
23353	16	24T23353
23353	20	24T23353
23353	24	24T23353
23354	16	24T23354
23354	20	24T23354
23354	24	24T23354
23372	18	24T23372
23387	12	24T23387
23403	20	24T23403
23404	20	24T23404
23405	20	24T23405
23406	20	24T23406
23410	0	24T23410
23410	4	24T23410
23410	6	24T23410
23410	10	24T23410
23410	14	24T23410
23721	8	24T23721
23721	10	24T23721
23721	12	24T23721
23721	16	24T23721
23721	20	24T23721
23721	24	24T23721
23723	2	24T23723
23723	6	24T23723
23723	8	24T23723
23723	10	24T23723
23723	12	24T23723
23723	14	24T23723
23723	16	24T23723
23723	20	24T23723
23723	24	24T23723
23730	4	24T23730
23730	8	24T23730
23730	12	24T23730
23730	16	24T23730
23730	20	24T23730
23730	24	24T23730
23731	20	24T23731
23741	6	24T23741
23741	10	24T23741
23741	14	24T23741
23741	18	24T23741
23742	6	24T23742
23742	10	24T23742
23742	14	24T23742
23742	18	24T23742
23815	8	24T23815
23815	12	24T23815
23815	16	24T23815
23815	20	24T23815
23815	24	24T23815
23818	12	24T23818
23818	16	24T23818
23818	20	24T23818
23818	24	24T23818
23820	24	24T23820
23821	24	24T23821
23822	20	24T23822
23822	24	24T23822
23823	4	24T23823
23823	16	24T23823
23823	20	24T23823
23823	24	24T23823
23832	14	24T23832
23832	18	24T23832
23840	14	24T23840
23840	18	24T23840
23845	24	24T23845
23853	20	24T23853
23854	20	24T23854
23858	20	24T23858
23860	16	24T23860
23860	20	24T23860
23861	14	24T23861
23861	18	24T23861
23862	8	24T23862
23862	12	24T23862
23862	16	24T23862
23862	20	24T23862
23862	24	24T23862
23863	8	24T23863
23863	12	24T23863
23863	16	24T23863
23863	20	24T23863
23863	24	24T23863
23864	4	24T23864
23864	8	24T23864
23864	12	24T23864
23864	16	24T23864
23864	20	24T23864
23864	24	24T23864
23872	4	24T23872
23872	8	24T23872
23872	12	24T23872
23872	16	24T23872
23872	20	24T23872
23872	24	24T23872
23875	0	24T23875
23875	8	24T23875
23875	12	24T23875
23875	16	24T23875
23875	20	24T23875
23875	24	24T23875
23876	8	24T23876
23876	12	24T23876
23876	16	24T23876
23876	20	24T23876
23876	24	24T23876
23881	4	24T23881
23881	8	24T23881
23881	16	24T23881
23881	20	24T23881
23881	24	24T23881
24081	14	24T24081
24081	18	24T24081
24084	12	24T24084
24084	16	24T24084
24084	20	24T24084
24084	24	24T24084
24085	4	24T24085
24085	8	24T24085
24085	12	24T24085
24085	16	24T24085
24085	20	24T24085
24085	24	24T24085
24086	20	24T24086
24087	20	24T24087
24092	4	24T24092
24092	16	24T24092
24092	20	24T24092
24092	24	24T24092
24103	16	24T24103
24103	20	24T24103
24181	20	24T24181
24182	20	24T24182
24183	20	24T24183
24202	4	24T24202
24202	12	24T24202
24202	20	24T24202
24202	24	24T24202
24210	0	24T24210
24210	8	24T24210
24210	12	24T24210
24210	16	24T24210
24210	20	24T24210
24210	24	24T24210
24340	8	24T24340
24340	12	24T24340
24340	16	24T24340
24340	20	24T24340
24340	24	24T24340
24341	8	24T24341
24341	12	24T24341
24341	16	24T24341
24341	20	24T24341
24341	24	24T24341
24406	2	24T24406
24421	8	24T24421
24421	12	24T24421
24421	16	24T24421
24421	20	24T24421
24421	24	24T24421
24426	2	24T24426
24426	6	24T24426
24426	8	24T24426
24426	10	24T24426
24426	12	24T24426
24426	14	24T24426
24426	16	24T24426
24426	20	24T24426
24426	24	24T24426
24505	20	24T24505
24507	12	24T24507
24507	16	24T24507
24507	20	24T24507
24507	24	24T24507
24680	8	24T24680
24680	24	24T24680
